Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Day,Month,Year
10567,2021-01-14,8:00 AM,Kerala,-,-,756817,3373,825769,14,1,2021
10568,2021-01-14,8:00 AM,Lakshadweep,-,-,0,0,0,14,1,2021
10569,2021-01-14,8:00 AM,Ladakh,-,-,9375,128,9639,14,1,2021
10570,2021-01-14,8:00 AM,Madhya Pradesh,-,-,238983,3732,250009,14,1,2021
10571,2021-01-14,8:00 AM,Maharashtra,-,-,1874279,50221,1978044,14,1,2021
10572,2021-01-14,8:00 AM,Manipur,-,-,27935,365,28769,14,1,2021
10573,2021-01-14,8:00 AM,Meghalaya,-,-,13365,144,13669,14,1,2021
10574,2021-01-14,8:00 AM,Mizoram,-,-,4200,9,4310,14,1,2021
10575,2021-01-14,8:00 AM,Nagaland,-,-,11814,86,12003,14,1,2021
10576,2021-01-14,8:00 AM,Odisha,-,-,328622,1895,332541,14,1,2021
10577,2021-01-14,8:00 AM,Puducherry,-,-,37607,639,38524,14,1,2021
10578,2021-01-14,8:00 AM,Punjab,-,-,161457,5463,169737,14,1,2021
10579,2021-01-14,8:00 AM,Rajasthan,-,-,305569,2742,314091,14,1,2021
10580,2021-01-14,8:00 AM,Sikkim,-,-,5564,129,6004,14,1,2021
10581,2021-01-14,8:00 AM,Tamil Nadu,-,-,809392,12242,828287,14,1,2021
10582,2021-01-14,8:00 AM,Telengana,-,-,284849,1572,290916,14,1,2021
10583,2021-01-14,8:00 AM,Tripura,-,-,32886,389,33320,14,1,2021
10584,2021-01-14,8:00 AM,Uttarakhand,-,-,90025,1593,94170,14,1,2021
10585,2021-01-14,8:00 AM,Uttar Pradesh,-,-,575980,8529,594641,14,1,2021
10586,2021-01-14,8:00 AM,West Bengal,-,-,545499,9993,562795,14,1,2021
10587,2021-01-15,8:00 AM,Andhra Pradesh,-,-,876140,7138,885616,15,1,2021
10588,2021-01-15,8:00 AM,Andaman and Nicobar Islands,-,-,4891,62,4976,15,1,2021
10589,2021-01-15,8:00 AM,Arunachal Pradesh,-,-,16674,56,16798,15,1,2021
10590,2021-01-15,8:00 AM,Assam,-,-,212706,1065,216762,15,1,2021
10591,2021-01-15,8:00 AM,Bihar,-,-,251278,1447,256895,15,1,2021
10592,2021-01-15,8:00 AM,Chandigarh,-,-,19835,330,20438,15,1,2021
10593,2021-01-15,8:00 AM,Chhattisgarh,-,-,281136,3537,292091,15,1,2021
10594,2021-01-15,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3385,15,1,2021
10595,2021-01-15,8:00 AM,Delhi,-,-,617930,10722,631589,15,1,2021
10596,2021-01-15,8:00 AM,Goa,-,-,50582,752,52182,15,1,2021
10597,2021-01-15,8:00 AM,Gujarat,-,-,242901,4357,254314,15,1,2021
10598,2021-01-15,8:00 AM,Haryana,-,-,260565,2972,265803,15,1,2021
10599,2021-01-15,8:00 AM,Himachal Pradesh,-,-,54977,963,56751,15,1,2021
10600,2021-01-15,8:00 AM,Jammu and Kashmir,-,-,119581,1915,122964,15,1,2021
10601,2021-01-15,8:00 AM,Jharkhand,-,-,115009,1048,117384,15,1,2021
10602,2021-01-15,8:00 AM,Karnataka,-,-,909058,12155,929960,15,1,2021
10603,2021-01-15,8:00 AM,Kerala,-,-,761154,3392,831259,15,1,2021
10604,2021-01-15,8:00 AM,Lakshadweep,-,-,0,0,0,15,1,2021
10605,2021-01-15,8:00 AM,Ladakh,-,-,9404,128,9646,15,1,2021
10606,2021-01-15,8:00 AM,Madhya Pradesh,-,-,239581,3740,250429,15,1,2021
10607,2021-01-15,8:00 AM,Maharashtra,-,-,1877588,50291,1981623,15,1,2021
10608,2021-01-15,8:00 AM,Manipur,-,-,27976,365,28787,15,1,2021
10609,2021-01-15,8:00 AM,Meghalaya,-,-,13382,144,13687,15,1,2021
10610,2021-01-15,8:00 AM,Mizoram,-,-,4205,9,4310,15,1,2021
10611,2021-01-15,8:00 AM,Nagaland,-,-,11825,86,12035,15,1,2021
10612,2021-01-15,8:00 AM,Odisha,-,-,328832,1896,332763,15,1,2021
10613,2021-01-15,8:00 AM,Puducherry,-,-,37629,640,38567,15,1,2021
10614,2021-01-15,8:00 AM,Punjab,-,-,161710,5473,169950,15,1,2021
10615,2021-01-15,8:00 AM,Rajasthan,-,-,305953,2744,314372,15,1,2021
10616,2021-01-15,8:00 AM,Sikkim,-,-,5719,130,6011,15,1,2021
10617,2021-01-15,8:00 AM,Tamil Nadu,-,-,810218,12246,828952,15,1,2021
10618,2021-01-15,8:00 AM,Telengana,-,-,285102,1574,291118,15,1,2021
10619,2021-01-15,8:00 AM,Tripura,-,-,32890,390,33325,15,1,2021
10620,2021-01-15,8:00 AM,Uttarakhand,-,-,90218,1596,94324,15,1,2021
10621,2021-01-15,8:00 AM,Uttar Pradesh,-,-,576519,8543,595142,15,1,2021
10622,2021-01-15,8:00 AM,West Bengal,-,-,546193,10010,563475,15,1,2021
10623,2021-01-16,8:00 AM,Andhra Pradesh,-,-,876372,7139,885710,16,1,2021
10624,2021-01-16,8:00 AM,Andaman and Nicobar Islands,-,-,4895,62,4979,16,1,2021
10625,2021-01-16,8:00 AM,Arunachal Pradesh,-,-,16682,56,16802,16,1,2021
10626,2021-01-16,8:00 AM,Assam,-,-,212748,1066,216777,16,1,2021
10627,2021-01-16,8:00 AM,Bihar,-,-,251632,1449,257193,16,1,2021
10628,2021-01-16,8:00 AM,Chandigarh,-,-,19868,330,20464,16,1,2021
10629,2021-01-16,8:00 AM,Chhattisgarh,-,-,282145,3544,292612,16,1,2021
10630,2021-01-16,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3388,16,1,2021
10631,2021-01-16,8:00 AM,Delhi,-,-,618357,10732,631884,16,1,2021
10632,2021-01-16,8:00 AM,Goa,-,-,50643,753,52262,16,1,2021
10633,2021-01-16,8:00 AM,Gujarat,-,-,243639,4360,254849,16,1,2021
10634,2021-01-16,8:00 AM,Haryana,-,-,260801,2979,265964,16,1,2021
10635,2021-01-16,8:00 AM,Himachal Pradesh,-,-,55072,963,56802,16,1,2021
10636,2021-01-16,8:00 AM,Jammu and Kashmir,-,-,119760,1920,123108,16,1,2021
10637,2021-01-16,8:00 AM,Jharkhand,-,-,115142,1049,117480,16,1,2021
10638,2021-01-16,8:00 AM,Karnataka,-,-,909701,12158,930668,16,1,2021
10639,2021-01-16,8:00 AM,Kerala,-,-,765757,3415,836883,16,1,2021
10640,2021-01-16,8:00 AM,Lakshadweep,-,-,0,0,0,16,1,2021
10641,2021-01-16,8:00 AM,Ladakh,-,-,9416,128,9648,16,1,2021
10642,2021-01-16,8:00 AM,Madhya Pradesh,-,-,240155,3746,250858,16,1,2021
10643,2021-01-16,8:00 AM,Maharashtra,-,-,1881088,50336,1984768,16,1,2021
10644,2021-01-16,8:00 AM,Manipur,-,-,28010,365,28811,16,1,2021
10645,2021-01-16,8:00 AM,Meghalaya,-,-,13386,144,13691,16,1,2021
10646,2021-01-16,8:00 AM,Mizoram,-,-,4225,9,4314,16,1,2021
10647,2021-01-16,8:00 AM,Nagaland,-,-,11847,88,12039,16,1,2021
10648,2021-01-16,8:00 AM,Odisha,-,-,329088,1898,332949,16,1,2021
10649,2021-01-16,8:00 AM,Puducherry,-,-,37661,640,38595,16,1,2021
10650,2021-01-16,8:00 AM,Punjab,-,-,161967,5485,170191,16,1,2021
10651,2021-01-16,8:00 AM,Rajasthan,-,-,306330,2744,314682,16,1,2021
10652,2021-01-16,8:00 AM,Sikkim,-,-,5731,130,6024,16,1,2021
10653,2021-01-16,8:00 AM,Tamil Nadu,-,-,811023,12251,829573,16,1,2021
10654,2021-01-16,8:00 AM,Telengana,-,-,285519,1575,291367,16,1,2021
10655,2021-01-16,8:00 AM,Tripura,-,-,32897,391,33329,16,1,2021
10656,2021-01-16,8:00 AM,Uttarakhand,-,-,90457,1602,94465,16,1,2021
10657,2021-01-16,8:00 AM,Uttar Pradesh,-,-,577475,8558,595614,16,1,2021
10658,2021-01-16,8:00 AM,West Bengal,-,-,546849,10026,564098,16,1,2021
10659,2021-01-17,8:00 AM,Andhra Pradesh,-,-,876698,7139,885824,17,1,2021
10660,2021-01-17,8:00 AM,Andaman and Nicobar Islands,-,-,4895,62,4982,17,1,2021
10661,2021-01-17,8:00 AM,Arunachal Pradesh,-,-,16690,56,16808,17,1,2021
10662,2021-01-17,8:00 AM,Assam,-,-,212809,1070,216809,17,1,2021
10663,2021-01-17,8:00 AM,Bihar,-,-,251975,1453,257474,17,1,2021
10664,2021-01-17,8:00 AM,Chandigarh,-,-,19935,330,20503,17,1,2021
10665,2021-01-17,8:00 AM,Chhattisgarh,-,-,282760,3551,293178,17,1,2021
10666,2021-01-17,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3388,17,1,2021
10667,2021-01-17,8:00 AM,Delhi,-,-,618754,10738,632183,17,1,2021
10668,2021-01-17,8:00 AM,Goa,-,-,50712,756,52345,17,1,2021
10669,2021-01-17,8:00 AM,Gujarat,-,-,244403,4363,255354,17,1,2021
10670,2021-01-17,8:00 AM,Haryana,-,-,261019,2983,266131,17,1,2021
10671,2021-01-17,8:00 AM,Himachal Pradesh,-,-,55154,964,56873,17,1,2021
10672,2021-01-17,8:00 AM,Jammu and Kashmir,-,-,120016,1921,123217,17,1,2021
10673,2021-01-17,8:00 AM,Jharkhand,-,-,115300,1050,117599,17,1,2021
10674,2021-01-17,8:00 AM,Karnataka,-,-,910377,12162,931252,17,1,2021
10675,2021-01-17,8:00 AM,Kerala,-,-,770768,3442,842843,17,1,2021
10676,2021-01-17,8:00 AM,Lakshadweep,-,-,0,0,0,17,1,2021
10677,2021-01-17,8:00 AM,Ladakh,-,-,9428,128,9649,17,1,2021
10678,2021-01-17,8:00 AM,Madhya Pradesh,-,-,240948,3751,251223,17,1,2021
10679,2021-01-17,8:00 AM,Maharashtra,-,-,1884127,50388,1987678,17,1,2021
10680,2021-01-17,8:00 AM,Manipur,-,-,28089,366,28835,17,1,2021
10681,2021-01-17,8:00 AM,Meghalaya,-,-,13401,144,13693,17,1,2021
10682,2021-01-17,8:00 AM,Mizoram,-,-,4228,9,4322,17,1,2021
10683,2021-01-17,8:00 AM,Nagaland,-,-,11849,88,12054,17,1,2021
10684,2021-01-17,8:00 AM,Odisha,-,-,329318,1899,333127,17,1,2021
10685,2021-01-17,8:00 AM,Puducherry,-,-,37683,642,38611,17,1,2021
10686,2021-01-17,8:00 AM,Punjab,-,-,162289,5499,170366,17,1,2021
10687,2021-01-17,8:00 AM,Rajasthan,-,-,306888,2746,314920,17,1,2021
10688,2021-01-17,8:00 AM,Sikkim,-,-,5741,130,6029,17,1,2021
10689,2021-01-17,8:00 AM,Tamil Nadu,-,-,811798,12257,830183,17,1,2021
10690,2021-01-17,8:00 AM,Telengana,-,-,285898,1577,291666,17,1,2021
10691,2021-01-17,8:00 AM,Tripura,-,-,32902,391,33331,17,1,2021
10692,2021-01-17,8:00 AM,Uttarakhand,-,-,90736,1606,94691,17,1,2021
10693,2021-01-17,8:00 AM,Uttar Pradesh,-,-,578405,8570,596137,17,1,2021
10694,2021-01-17,8:00 AM,West Bengal,-,-,547515,10041,564707,17,1,2021
10695,2021-01-18,8:00 AM,Andhra Pradesh,-,-,876949,7140,885985,18,1,2021
10696,2021-01-18,8:00 AM,Andaman and Nicobar Islands,-,-,4896,62,4983,18,1,2021
10697,2021-01-18,8:00 AM,Arunachal Pradesh,-,-,16697,56,16811,18,1,2021
10698,2021-01-18,8:00 AM,Assam,-,-,212839,1073,216831,18,1,2021
10699,2021-01-18,8:00 AM,Bihar,-,-,252331,1457,257610,18,1,2021
10700,2021-01-18,8:00 AM,Chandigarh,-,-,19978,330,20537,18,1,2021
10701,2021-01-18,8:00 AM,Chhattisgarh,-,-,283111,3558,293501,18,1,2021
10702,2021-01-18,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3390,18,1,2021
10703,2021-01-18,8:00 AM,Delhi,-,-,619139,10746,632429,18,1,2021
10704,2021-01-18,8:00 AM,Goa,-,-,50771,756,52405,18,1,2021
10705,2021-01-18,8:00 AM,Gujarat,-,-,245107,4365,255872,18,1,2021
10706,2021-01-18,8:00 AM,Haryana,-,-,261230,2985,266309,18,1,2021
10707,2021-01-18,8:00 AM,Himachal Pradesh,-,-,55280,966,56943,18,1,2021
10708,2021-01-18,8:00 AM,Jammu and Kashmir,-,-,120198,1921,123343,18,1,2021
10709,2021-01-18,8:00 AM,Jharkhand,-,-,115411,1050,117686,18,1,2021
10710,2021-01-18,8:00 AM,Karnataka,-,-,911232,12166,931997,18,1,2021
10711,2021-01-18,8:00 AM,Kerala,-,-,775176,3463,847848,18,1,2021
10712,2021-01-18,8:00 AM,Lakshadweep,-,-,0,0,0,18,1,2021
10713,2021-01-18,8:00 AM,Ladakh,-,-,9437,128,9656,18,1,2021
10714,2021-01-18,8:00 AM,Madhya Pradesh,-,-,241426,3753,251578,18,1,2021
10715,2021-01-18,8:00 AM,Maharashtra,-,-,1886469,50438,1990759,18,1,2021
10716,2021-01-18,8:00 AM,Manipur,-,-,28147,366,28856,18,1,2021
10717,2021-01-18,8:00 AM,Meghalaya,-,-,13412,144,13704,18,1,2021
10718,2021-01-18,8:00 AM,Mizoram,-,-,4235,9,4323,18,1,2021
10719,2021-01-18,8:00 AM,Nagaland,-,-,11854,88,12058,18,1,2021
10720,2021-01-18,8:00 AM,Odisha,-,-,329546,1900,333310,18,1,2021
10721,2021-01-18,8:00 AM,Puducherry,-,-,37720,642,38646,18,1,2021
10722,2021-01-18,8:00 AM,Punjab,-,-,162484,5504,170605,18,1,2021
10723,2021-01-18,8:00 AM,Rajasthan,-,-,307384,2747,315181,18,1,2021
10724,2021-01-18,8:00 AM,Sikkim,-,-,5747,130,6038,18,1,2021
10725,2021-01-18,8:00 AM,Tamil Nadu,-,-,812568,12264,830772,18,1,2021
10726,2021-01-18,8:00 AM,Telengana,-,-,286244,1579,291872,18,1,2021
10727,2021-01-18,8:00 AM,Tripura,-,-,32902,391,33332,18,1,2021
10728,2021-01-18,8:00 AM,Uttarakhand,-,-,90838,1611,94803,18,1,2021
10729,2021-01-18,8:00 AM,Uttar Pradesh,-,-,579071,8576,596528,18,1,2021
10730,2021-01-18,8:00 AM,West Bengal,-,-,548136,10053,565272,18,1,2021
10731,2021-01-19,8:00 AM,Andhra Pradesh,-,-,877212,7141,886066,19,1,2021
10732,2021-01-19,8:00 AM,Andaman and Nicobar Islands,-,-,4897,62,4988,19,1,2021
10733,2021-01-19,8:00 AM,Arunachal Pradesh,-,-,16699,56,16812,19,1,2021
10734,2021-01-19,8:00 AM,Assam,-,-,212978,1075,216864,19,1,2021
10735,2021-01-19,8:00 AM,Bihar,-,-,253007,1460,257775,19,1,2021
10736,2021-01-19,8:00 AM,Chandigarh,-,-,20031,330,20564,19,1,2021
10737,2021-01-19,8:00 AM,Chhattisgarh,-,-,284412,3565,293972,19,1,2021
10738,2021-01-19,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3377,2,3390,19,1,2021
10739,2021-01-19,8:00 AM,Delhi,-,-,619501,10754,632590,19,1,2021
10740,2021-01-19,8:00 AM,Goa,-,-,50837,756,52458,19,1,2021
10741,2021-01-19,8:00 AM,Gujarat,-,-,245807,4367,256367,19,1,2021
10742,2021-01-19,8:00 AM,Haryana,-,-,261510,2989,266428,19,1,2021
10743,2021-01-19,8:00 AM,Himachal Pradesh,-,-,55383,967,56978,19,1,2021
10744,2021-01-19,8:00 AM,Jammu and Kashmir,-,-,120392,1922,123425,19,1,2021
10745,2021-01-19,8:00 AM,Jharkhand,-,-,115542,1054,117786,19,1,2021
10746,2021-01-19,8:00 AM,Karnataka,-,-,912205,12175,932432,19,1,2021
10747,2021-01-19,8:00 AM,Kerala,-,-,779097,3480,851194,19,1,2021
10748,2021-01-19,8:00 AM,Lakshadweep,-,-,0,0,14,19,1,2021
10749,2021-01-19,8:00 AM,Ladakh,-,-,9448,128,9657,19,1,2021
10750,2021-01-19,8:00 AM,Madhya Pradesh,-,-,241966,3756,251882,19,1,2021
10751,2021-01-19,8:00 AM,Maharashtra,-,-,1890323,50473,1992683,19,1,2021
10752,2021-01-19,8:00 AM,Manipur,-,-,28205,366,28867,19,1,2021
10753,2021-01-19,8:00 AM,Meghalaya,-,-,13415,144,13707,19,1,2021
10754,2021-01-19,8:00 AM,Mizoram,-,-,4241,9,4329,19,1,2021
10755,2021-01-19,8:00 AM,Nagaland,-,-,11858,88,12061,19,1,2021
10756,2021-01-19,8:00 AM,Odisha,-,-,329801,1901,333444,19,1,2021
10757,2021-01-19,8:00 AM,Puducherry,-,-,37740,643,38669,19,1,2021
10758,2021-01-19,8:00 AM,Punjab,-,-,162762,5509,170729,19,1,2021
10759,2021-01-19,8:00 AM,Rajasthan,-,-,308010,2750,315394,19,1,2021
10760,2021-01-19,8:00 AM,Sikkim,-,-,5756,130,6038,19,1,2021
10761,2021-01-19,8:00 AM,Tamil Nadu,-,-,813326,12272,831323,19,1,2021
10762,2021-01-19,8:00 AM,Telengana,-,-,286542,1581,292128,19,1,2021
10763,2021-01-19,8:00 AM,Tripura,-,-,32905,391,33335,19,1,2021
10764,2021-01-19,8:00 AM,Uttarakhand,-,-,91170,1617,94923,19,1,2021
10765,2021-01-19,8:00 AM,Uttar Pradesh,-,-,579693,8580,596904,19,1,2021
10766,2021-01-19,8:00 AM,West Bengal,-,-,548705,10063,565661,19,1,2021
10767,2021-01-20,8:00 AM,Andhra Pradesh,-,-,877443,7142,886245,20,1,2021
10768,2021-01-20,8:00 AM,Andaman and Nicobar Islands,-,-,4897,62,4989,20,1,2021
10769,2021-01-20,8:00 AM,Arunachal Pradesh,-,-,16707,56,16815,20,1,2021
10770,2021-01-20,8:00 AM,Assam,-,-,213084,1075,216887,20,1,2021
10771,2021-01-20,8:00 AM,Bihar,-,-,253289,1461,257991,20,1,2021
10772,2021-01-20,8:00 AM,Chandigarh,-,-,20080,330,20595,20,1,2021
10773,2021-01-20,8:00 AM,Chhattisgarh,-,-,284848,3575,294355,20,1,2021
10774,2021-01-20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3380,2,3391,20,1,2021
10775,2021-01-20,8:00 AM,Delhi,-,-,619723,10764,632821,20,1,2021
10776,2021-01-20,8:00 AM,Goa,-,-,50952,756,52570,20,1,2021
10777,2021-01-20,8:00 AM,Gujarat,-,-,246516,4369,256852,20,1,2021
10778,2021-01-20,8:00 AM,Haryana,-,-,261751,2993,266581,20,1,2021
10779,2021-01-20,8:00 AM,Himachal Pradesh,-,-,55468,967,57019,20,1,2021
10780,2021-01-20,8:00 AM,Jammu and Kashmir,-,-,120512,1923,123538,20,1,2021
10781,2021-01-20,8:00 AM,Jharkhand,-,-,115683,1057,117887,20,1,2021
10782,2021-01-20,8:00 AM,Karnataka,-,-,913012,12181,933077,20,1,2021
10783,2021-01-20,8:00 AM,Kerala,-,-,783393,3506,857380,20,1,2021
10784,2021-01-20,8:00 AM,Lakshadweep,-,-,0,0,21,20,1,2021
10785,2021-01-20,8:00 AM,Ladakh,-,-,9454,129,9662,20,1,2021
10786,2021-01-20,8:00 AM,Madhya Pradesh,-,-,242691,3763,252186,20,1,2021
10787,2021-01-20,8:00 AM,Maharashtra,-,-,1894839,50523,1994977,20,1,2021
10788,2021-01-20,8:00 AM,Manipur,-,-,28298,367,28900,20,1,2021
10789,2021-01-20,8:00 AM,Meghalaya,-,-,13433,144,13710,20,1,2021
10790,2021-01-20,8:00 AM,Mizoram,-,-,4258,9,4334,20,1,2021
10791,2021-01-20,8:00 AM,Nagaland,-,-,11866,88,12066,20,1,2021
10792,2021-01-20,8:00 AM,Odisha,-,-,330051,1902,333566,20,1,2021
10793,2021-01-20,8:00 AM,Puducherry,-,-,37766,643,38706,20,1,2021
10794,2021-01-20,8:00 AM,Punjab,-,-,163009,5516,170937,20,1,2021
10795,2021-01-20,8:00 AM,Rajasthan,-,-,308547,2752,315603,20,1,2021
10796,2021-01-20,8:00 AM,Sikkim,-,-,5765,131,6052,20,1,2021
10797,2021-01-20,8:00 AM,Tamil Nadu,-,-,814098,12281,831866,20,1,2021
10798,2021-01-20,8:00 AM,Telengana,-,-,286893,1583,292395,20,1,2021
10799,2021-01-20,8:00 AM,Tripura,-,-,32907,391,33336,20,1,2021
10800,2021-01-20,8:00 AM,Uttarakhand,-,-,91428,1619,95039,20,1,2021
10801,2021-01-20,8:00 AM,Uttar Pradesh,-,-,580482,8584,597238,20,1,2021
10802,2021-01-20,8:00 AM,West Bengal,-,-,549218,10074,566073,20,1,2021
10803,2021-01-21,8:00 AM,Andhra Pradesh,-,-,877639,7142,886418,21,1,2021
10804,2021-01-21,8:00 AM,Andaman and Nicobar Islands,-,-,4900,62,4991,21,1,2021
10805,2021-01-21,8:00 AM,Arunachal Pradesh,-,-,16713,56,16815,21,1,2021
10806,2021-01-21,8:00 AM,Assam,-,-,213179,1077,216919,21,1,2021
10807,2021-01-21,8:00 AM,Bihar,-,-,253569,1464,258176,21,1,2021
10808,2021-01-21,8:00 AM,Chandigarh,-,-,20122,330,20623,21,1,2021
10809,2021-01-21,8:00 AM,Chhattisgarh,-,-,285566,3585,294949,21,1,2021
10810,2021-01-21,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3380,2,3393,21,1,2021
10811,2021-01-21,8:00 AM,Delhi,-,-,620128,10774,633049,21,1,2021
10812,2021-01-21,8:00 AM,Goa,-,-,51036,756,52657,21,1,2021
10813,2021-01-21,8:00 AM,Gujarat,-,-,247223,4371,257342,21,1,2021
10814,2021-01-21,8:00 AM,Haryana,-,-,261955,2997,266686,21,1,2021
10815,2021-01-21,8:00 AM,Himachal Pradesh,-,-,55540,967,57082,21,1,2021
10816,2021-01-21,8:00 AM,Jammu and Kashmir,-,-,120625,1923,123647,21,1,2021
10817,2021-01-21,8:00 AM,Jharkhand,-,-,115853,1057,118012,21,1,2021
10818,2021-01-21,8:00 AM,Karnataka,-,-,913677,12185,933578,21,1,2021
10819,2021-01-21,8:00 AM,Kerala,-,-,790757,3524,864195,21,1,2021
10820,2021-01-21,8:00 AM,Lakshadweep,-,-,0,0,30,21,1,2021
10821,2021-01-21,8:00 AM,Ladakh,-,-,9463,129,9668,21,1,2021
10822,2021-01-21,8:00 AM,Madhya Pradesh,-,-,243688,3770,252466,21,1,2021
10823,2021-01-21,8:00 AM,Maharashtra,-,-,1899428,50582,1997992,21,1,2021
10824,2021-01-21,8:00 AM,Manipur,-,-,28308,367,28919,21,1,2021
10825,2021-01-21,8:00 AM,Meghalaya,-,-,13440,144,13717,21,1,2021
10826,2021-01-21,8:00 AM,Mizoram,-,-,4268,9,4346,21,1,2021
10827,2021-01-21,8:00 AM,Nagaland,-,-,11873,88,12067,21,1,2021
10828,2021-01-21,8:00 AM,Odisha,-,-,330321,1902,333723,21,1,2021
10829,2021-01-21,8:00 AM,Puducherry,-,-,37798,643,38737,21,1,2021
10830,2021-01-21,8:00 AM,Punjab,-,-,163211,5520,171136,21,1,2021
10831,2021-01-21,8:00 AM,Rajasthan,-,-,308985,2754,315816,21,1,2021
10832,2021-01-21,8:00 AM,Sikkim,-,-,5766,131,6057,21,1,2021
10833,2021-01-21,8:00 AM,Tamil Nadu,-,-,814811,12290,832415,21,1,2021
10834,2021-01-21,8:00 AM,Telengana,-,-,287117,1584,292621,21,1,2021
10835,2021-01-21,8:00 AM,Tripura,-,-,32911,391,33339,21,1,2021
10836,2021-01-21,8:00 AM,Uttarakhand,-,-,91565,1622,95192,21,1,2021
10837,2021-01-21,8:00 AM,Uttar Pradesh,-,-,581164,8591,597628,21,1,2021
10838,2021-01-21,8:00 AM,West Bengal,-,-,549727,10080,566482,21,1,2021
10839,2021-01-22,8:00 AM,Andhra Pradesh,-,-,877893,7142,886557,22,1,2021
10840,2021-01-22,8:00 AM,Andaman and Nicobar Islands,-,-,4904,62,4991,22,1,2021
10841,2021-01-22,8:00 AM,Arunachal Pradesh,-,-,16722,56,16816,22,1,2021
10842,2021-01-22,8:00 AM,Assam,-,-,213295,1077,216940,22,1,2021
10843,2021-01-22,8:00 AM,Bihar,-,-,254023,1468,258414,22,1,2021
10844,2021-01-22,8:00 AM,Chandigarh,-,-,20162,331,20639,22,1,2021
10845,2021-01-22,8:00 AM,Chhattisgarh,-,-,286277,3594,295509,22,1,2021
10846,2021-01-22,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3381,2,3393,22,1,2021
10847,2021-01-22,8:00 AM,Delhi,-,-,620374,10782,633276,22,1,2021
10848,2021-01-22,8:00 AM,Goa,-,-,51090,757,52712,22,1,2021
10849,2021-01-22,8:00 AM,Gujarat,-,-,247950,4372,257813,22,1,2021
10850,2021-01-22,8:00 AM,Haryana,-,-,262140,3000,266819,22,1,2021
10851,2021-01-22,8:00 AM,Himachal Pradesh,-,-,55595,970,57121,22,1,2021
10852,2021-01-22,8:00 AM,Jammu and Kashmir,-,-,120729,1924,123764,22,1,2021
10853,2021-01-22,8:00 AM,Jharkhand,-,-,115989,1058,118079,22,1,2021
10854,2021-01-22,8:00 AM,Karnataka,-,-,914492,12187,934252,22,1,2021
10855,2021-01-22,8:00 AM,Kerala,-,-,796986,3545,870529,22,1,2021
10856,2021-01-22,8:00 AM,Lakshadweep,-,-,0,0,48,22,1,2021
10857,2021-01-22,8:00 AM,Ladakh,-,-,9471,129,9673,22,1,2021
10858,2021-01-22,8:00 AM,Madhya Pradesh,-,-,244392,3776,252767,22,1,2021
10859,2021-01-22,8:00 AM,Maharashtra,-,-,1903408,50634,2000878,22,1,2021
10860,2021-01-22,8:00 AM,Manipur,-,-,28351,367,28938,22,1,2021
10861,2021-01-22,8:00 AM,Meghalaya,-,-,13446,146,13721,22,1,2021
10862,2021-01-22,8:00 AM,Mizoram,-,-,4276,9,4349,22,1,2021
10863,2021-01-22,8:00 AM,Nagaland,-,-,11875,88,12070,22,1,2021
10864,2021-01-22,8:00 AM,Odisha,-,-,330545,1903,333866,22,1,2021
10865,2021-01-22,8:00 AM,Puducherry,-,-,37830,643,38772,22,1,2021
10866,2021-01-22,8:00 AM,Punjab,-,-,163438,5535,171316,22,1,2021
10867,2021-01-22,8:00 AM,Rajasthan,-,-,309391,2756,316081,22,1,2021
10868,2021-01-22,8:00 AM,Sikkim,-,-,5783,131,6062,22,1,2021
10869,2021-01-22,8:00 AM,Tamil Nadu,-,-,815516,12299,833011,22,1,2021
10870,2021-01-22,8:00 AM,Telengana,-,-,287468,1586,292835,22,1,2021
10871,2021-01-22,8:00 AM,Tripura,-,-,32911,391,33342,22,1,2021
10872,2021-01-22,8:00 AM,Uttarakhand,-,-,91852,1626,95354,22,1,2021
10873,2021-01-22,8:00 AM,Uttar Pradesh,-,-,581509,8597,597823,22,1,2021
10874,2021-01-22,8:00 AM,West Bengal,-,-,550244,10089,566898,22,1,2021
10875,2021-01-23,8:00 AM,Andhra Pradesh,-,-,878060,7146,886694,23,1,2021
10876,2021-01-23,8:00 AM,Andaman and Nicobar Islands,-,-,4907,62,4992,23,1,2021
10877,2021-01-23,8:00 AM,Arunachal Pradesh,-,-,16724,56,16817,23,1,2021
10878,2021-01-23,8:00 AM,Assam,-,-,213398,1077,216957,23,1,2021
10879,2021-01-23,8:00 AM,Bihar,-,-,254359,1472,258513,23,1,2021
10880,2021-01-23,8:00 AM,Chandigarh,-,-,20195,332,20664,23,1,2021
10881,2021-01-23,8:00 AM,Chhattisgarh,-,-,287040,3601,295949,23,1,2021
10882,2021-01-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3382,2,3394,23,1,2021
