Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Day,Month,Year
3656,2020-07-02,8:00 AM,Kerala,-,-,2439,24,4593,2,7,2020
3657,2020-07-02,8:00 AM,Ladakh,-,-,694,1,990,2,7,2020
3658,2020-07-02,8:00 AM,Madhya Pradesh,-,-,10655,581,13861,2,7,2020
3659,2020-07-02,8:00 AM,Maharashtra,-,-,93154,8053,180298,2,7,2020
3660,2020-07-02,8:00 AM,Manipur,-,-,579,0,1260,2,7,2020
3661,2020-07-02,8:00 AM,Meghalaya,-,-,42,1,52,2,7,2020
3662,2020-07-02,8:00 AM,Mizoram,-,-,123,0,160,2,7,2020
3663,2020-07-02,8:00 AM,Nagaland,-,-,168,0,459,2,7,2020
3664,2020-07-02,8:00 AM,Odisha,-,-,5353,25,7316,2,7,2020
3665,2020-07-02,8:00 AM,Puducherry,-,-,272,12,714,2,7,2020
3666,2020-07-02,8:00 AM,Punjab,-,-,3867,149,5668,2,7,2020
3667,2020-07-02,8:00 AM,Rajasthan,-,-,14574,421,18312,2,7,2020
3668,2020-07-02,8:00 AM,Sikkim,-,-,53,0,101,2,7,2020
3669,2020-07-02,8:00 AM,Tamil Nadu,-,-,52926,1264,94049,2,7,2020
3670,2020-07-02,8:00 AM,Telengana,-,-,8082,267,17357,2,7,2020
3671,2020-07-02,8:00 AM,Tripura,-,-,1093,1,1396,2,7,2020
3672,2020-07-02,8:00 AM,Uttarakhand,-,-,2317,41,2947,2,7,2020
3673,2020-07-02,8:00 AM,Uttar Pradesh,-,-,16629,718,24056,2,7,2020
3674,2020-07-02,8:00 AM,West Bengal,-,-,12528,683,19170,2,7,2020
3675,2020-07-02,8:00 AM,Cases being reassigned to states,-,-,0,0,6832,2,7,2020
3676,2020-07-03,8:00 AM,Andaman and Nicobar Islands,-,-,51,0,109,3,7,2020
3677,2020-07-03,8:00 AM,Andhra Pradesh,-,-,7313,198,16097,3,7,2020
3678,2020-07-03,8:00 AM,Arunachal Pradesh,-,-,66,1,195,3,7,2020
3679,2020-07-03,8:00 AM,Assam,-,-,6106,12,9013,3,7,2020
3680,2020-07-03,8:00 AM,Bihar,-,-,8020,77,10471,3,7,2020
3681,2020-07-03,8:00 AM,Chandigarh,-,-,389,6,450,3,7,2020
3682,2020-07-03,8:00 AM,Chhattisgarh,-,-,2385,14,3013,3,7,2020
3683,2020-07-03,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,89,0,230,3,7,2020
3684,2020-07-03,8:00 AM,Delhi,-,-,63007,2864,92175,3,7,2020
3685,2020-07-03,8:00 AM,Goa,-,-,734,4,1482,3,7,2020
3686,2020-07-03,8:00 AM,Gujarat,-,-,24593,1886,33913,3,7,2020
3687,2020-07-03,8:00 AM,Haryana,-,-,11019,251,15509,3,7,2020
3688,2020-07-03,8:00 AM,Himachal Pradesh,-,-,628,10,1014,3,7,2020
3689,2020-07-03,8:00 AM,Jammu and Kashmir,-,-,4974,115,7849,3,7,2020
3690,2020-07-03,8:00 AM,Jharkhand,-,-,1983,15,2584,3,7,2020
3691,2020-07-03,8:00 AM,Karnataka,-,-,8334,272,18016,3,7,2020
3692,2020-07-03,8:00 AM,Kerala,-,-,2640,25,4753,3,7,2020
3693,2020-07-03,8:00 AM,Ladakh,-,-,730,1,990,3,7,2020
3694,2020-07-03,8:00 AM,Madhya Pradesh,-,-,10815,589,14106,3,7,2020
3695,2020-07-03,8:00 AM,Maharashtra,-,-,101172,8178,186626,3,7,2020
3696,2020-07-03,8:00 AM,Manipur,-,-,617,0,1279,3,7,2020
3697,2020-07-03,8:00 AM,Meghalaya,-,-,42,1,56,3,7,2020
3698,2020-07-03,8:00 AM,Mizoram,-,-,126,0,162,3,7,2020
3699,2020-07-03,8:00 AM,Nagaland,-,-,182,0,501,3,7,2020
3700,2020-07-03,8:00 AM,Odisha,-,-,5502,27,7545,3,7,2020
3701,2020-07-03,8:00 AM,Puducherry,-,-,331,12,802,3,7,2020
3702,2020-07-03,8:00 AM,Punjab,-,-,4144,152,5784,3,7,2020
3703,2020-07-03,8:00 AM,Rajasthan,-,-,14948,430,18662,3,7,2020
3704,2020-07-03,8:00 AM,Sikkim,-,-,53,0,102,3,7,2020
3705,2020-07-03,8:00 AM,Tamil Nadu,-,-,56021,1321,98392,3,7,2020
3706,2020-07-03,8:00 AM,Telengana,-,-,9069,275,18570,3,7,2020
3707,2020-07-03,8:00 AM,Tripura,-,-,1146,1,1435,3,7,2020
3708,2020-07-03,8:00 AM,Uttarakhand,-,-,2405,42,2984,3,7,2020
3709,2020-07-03,8:00 AM,Uttar Pradesh,-,-,17221,735,24825,3,7,2020
3710,2020-07-03,8:00 AM,West Bengal,-,-,13037,699,19819,3,7,2020
3711,2020-07-03,8:00 AM,Cases being reassigned to states,-,-,0,0,6031,3,7,2020
3712,2020-07-04,8:00 AM,Andaman and Nicobar Islands,-,-,54,0,116,4,7,2020
3713,2020-07-04,8:00 AM,Andhra Pradesh,-,-,7632,206,16934,4,7,2020
3714,2020-07-04,8:00 AM,Arunachal Pradesh,-,-,75,1,252,4,7,2020
3715,2020-07-04,8:00 AM,Assam,-,-,6349,14,9673,4,7,2020
3716,2020-07-04,8:00 AM,Bihar,-,-,8214,80,10954,4,7,2020
3717,2020-07-04,8:00 AM,Chandigarh,-,-,393,6,457,4,7,2020
3718,2020-07-04,8:00 AM,Chhattisgarh,-,-,2437,14,3065,4,7,2020
3719,2020-07-04,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,257,4,7,2020
3720,2020-07-04,8:00 AM,Delhi,-,-,65624,2923,94695,4,7,2020
3721,2020-07-04,8:00 AM,Goa,-,-,734,4,1482,4,7,2020
3722,2020-07-04,8:00 AM,Gujarat,-,-,24933,1904,34600,4,7,2020
3723,2020-07-04,8:00 AM,Haryana,-,-,11691,255,16003,4,7,2020
3724,2020-07-04,8:00 AM,Himachal Pradesh,-,-,667,10,1033,4,7,2020
3725,2020-07-04,8:00 AM,Jammu and Kashmir,-,-,5075,119,8019,4,7,2020
3726,2020-07-04,8:00 AM,Jharkhand,-,-,2001,15,2695,4,7,2020
3727,2020-07-04,8:00 AM,Karnataka,-,-,8805,293,19710,4,7,2020
3728,2020-07-04,8:00 AM,Kerala,-,-,2841,25,4964,4,7,2020
3729,2020-07-04,8:00 AM,Ladakh,-,-,777,1,1001,4,7,2020
3730,2020-07-04,8:00 AM,Madhya Pradesh,-,-,11049,593,14297,4,7,2020
3731,2020-07-04,8:00 AM,Maharashtra,-,-,104687,8376,192990,4,7,2020
3732,2020-07-04,8:00 AM,Manipur,-,-,639,0,1316,4,7,2020
3733,2020-07-04,8:00 AM,Meghalaya,-,-,43,1,62,4,7,2020
3734,2020-07-04,8:00 AM,Mizoram,-,-,126,0,162,4,7,2020
3735,2020-07-04,8:00 AM,Nagaland,-,-,228,0,539,4,7,2020
3736,2020-07-04,8:00 AM,Odisha,-,-,5705,29,8106,4,7,2020
3737,2020-07-04,8:00 AM,Puducherry,-,-,331,12,802,4,7,2020
3738,2020-07-04,8:00 AM,Punjab,-,-,4266,157,5937,4,7,2020
3739,2020-07-04,8:00 AM,Rajasthan,-,-,15281,440,19052,4,7,2020
3740,2020-07-04,8:00 AM,Sikkim,-,-,53,0,102,4,7,2020
3741,2020-07-04,8:00 AM,Tamil Nadu,-,-,58378,1385,102721,4,7,2020
3742,2020-07-04,8:00 AM,Telengana,-,-,10195,283,20462,4,7,2020
3743,2020-07-04,8:00 AM,Tripura,-,-,1199,1,1525,4,7,2020
3744,2020-07-04,8:00 AM,Uttarakhand,-,-,2481,42,3048,4,7,2020
3745,2020-07-04,8:00 AM,Uttar Pradesh,-,-,17597,749,25797,4,7,2020
3746,2020-07-04,8:00 AM,West Bengal,-,-,13571,717,20488,4,7,2020
3747,2020-07-04,8:00 AM,Cases being reassigned to states,-,-,0,0,4999,4,7,2020
3748,2020-07-05,8:00 AM,Andaman and Nicobar Islands,-,-,66,0,119,5,7,2020
3749,2020-07-05,8:00 AM,Andhra Pradesh,-,-,8008,218,17699,5,7,2020
3750,2020-07-05,8:00 AM,Arunachal Pradesh,-,-,76,1,259,5,7,2020
3751,2020-07-05,8:00 AM,Assam,-,-,6657,14,10668,5,7,2020
3752,2020-07-05,8:00 AM,Bihar,-,-,8686,89,11700,5,7,2020
3753,2020-07-05,8:00 AM,Chandigarh,-,-,395,6,460,5,7,2020
3754,2020-07-05,8:00 AM,Chhattisgarh,-,-,2549,14,3161,5,7,2020
3755,2020-07-05,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,271,5,7,2020
3756,2020-07-05,8:00 AM,Delhi,-,-,68256,3004,97200,5,7,2020
3757,2020-07-05,8:00 AM,Goa,-,-,825,6,1684,5,7,2020
3758,2020-07-05,8:00 AM,Gujarat,-,-,25406,1925,35312,5,7,2020
3759,2020-07-05,8:00 AM,Haryana,-,-,12257,260,16548,5,7,2020
3760,2020-07-05,8:00 AM,Himachal Pradesh,-,-,704,11,1046,5,7,2020
3761,2020-07-05,8:00 AM,Jammu and Kashmir,-,-,5143,127,8246,5,7,2020
3762,2020-07-05,8:00 AM,Jharkhand,-,-,2035,17,2739,5,7,2020
3763,2020-07-05,8:00 AM,Karnataka,-,-,9244,335,21549,5,7,2020
3764,2020-07-05,8:00 AM,Kerala,-,-,3048,25,5204,5,7,2020
3765,2020-07-05,8:00 AM,Ladakh,-,-,826,1,1005,5,7,2020
3766,2020-07-05,8:00 AM,Madhya Pradesh,-,-,11234,598,14604,5,7,2020
3767,2020-07-05,8:00 AM,Maharashtra,-,-,108082,8671,200064,5,7,2020
3768,2020-07-05,8:00 AM,Manipur,-,-,667,0,1325,5,7,2020
3769,2020-07-05,8:00 AM,Meghalaya,-,-,43,1,62,5,7,2020
3770,2020-07-05,8:00 AM,Mizoram,-,-,130,0,164,5,7,2020
3771,2020-07-05,8:00 AM,Nagaland,-,-,228,0,563,5,7,2020
3772,2020-07-05,8:00 AM,Odisha,-,-,5934,34,8601,5,7,2020
3773,2020-07-05,8:00 AM,Puducherry,-,-,331,12,802,5,7,2020
3774,2020-07-05,8:00 AM,Punjab,-,-,4306,162,6109,5,7,2020
3775,2020-07-05,8:00 AM,Rajasthan,-,-,15640,447,19532,5,7,2020
3776,2020-07-05,8:00 AM,Sikkim,-,-,58,0,103,5,7,2020
3777,2020-07-05,8:00 AM,Tamil Nadu,-,-,60592,1450,107001,5,7,2020
3778,2020-07-05,8:00 AM,Telengana,-,-,11537,288,22312,5,7,2020
3779,2020-07-05,8:00 AM,Tripura,-,-,1202,1,1546,5,7,2020
3780,2020-07-05,8:00 AM,Uttarakhand,-,-,2502,42,3093,5,7,2020
3781,2020-07-05,8:00 AM,Uttar Pradesh,-,-,18154,773,26554,5,7,2020
3782,2020-07-05,8:00 AM,West Bengal,-,-,14166,736,21231,5,7,2020
3783,2020-07-05,8:00 AM,Cases being reassigned to states,-,-,0,0,4629,5,7,2020
3784,2020-07-06,8:00 AM,Andaman and Nicobar Islands,-,-,72,0,125,6,7,2020
3785,2020-07-06,8:00 AM,Andhra Pradesh,-,-,8422,232,18697,6,7,2020
3786,2020-07-06,8:00 AM,Arunachal Pradesh,-,-,78,1,269,6,7,2020
3787,2020-07-06,8:00 AM,Assam,-,-,7125,14,11388,6,7,2020
3788,2020-07-06,8:00 AM,Bihar,-,-,8765,95,11876,6,7,2020
3789,2020-07-06,8:00 AM,Chandigarh,-,-,395,6,466,6,7,2020
3790,2020-07-06,8:00 AM,Chhattisgarh,-,-,2601,14,3207,6,7,2020
3791,2020-07-06,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,106,0,271,6,7,2020
3792,2020-07-06,8:00 AM,Delhi,-,-,71339,3067,99444,6,7,2020
3793,2020-07-06,8:00 AM,Goa,-,-,936,7,1761,6,7,2020
3794,2020-07-06,8:00 AM,Gujarat,-,-,25892,1943,36037,6,7,2020
3795,2020-07-06,8:00 AM,Haryana,-,-,12944,265,17005,6,7,2020
3796,2020-07-06,8:00 AM,Himachal Pradesh,-,-,737,11,1063,6,7,2020
3797,2020-07-06,8:00 AM,Jammu and Kashmir,-,-,5255,132,8429,6,7,2020
3798,2020-07-06,8:00 AM,Jharkhand,-,-,2045,19,2781,6,7,2020
3799,2020-07-06,8:00 AM,Karnataka,-,-,9847,372,23474,6,7,2020
3800,2020-07-06,8:00 AM,Kerala,-,-,3174,25,5429,6,7,2020
3801,2020-07-06,8:00 AM,Ladakh,-,-,826,1,1005,6,7,2020
3802,2020-07-06,8:00 AM,Madhya Pradesh,-,-,11411,608,14930,6,7,2020
3803,2020-07-06,8:00 AM,Maharashtra,-,-,111740,8822,206619,6,7,2020
3804,2020-07-06,8:00 AM,Manipur,-,-,688,0,1366,6,7,2020
3805,2020-07-06,8:00 AM,Meghalaya,-,-,43,1,62,6,7,2020
3806,2020-07-06,8:00 AM,Mizoram,-,-,130,0,186,6,7,2020
3807,2020-07-06,8:00 AM,Nagaland,-,-,231,0,590,6,7,2020
3808,2020-07-06,8:00 AM,Odisha,-,-,6224,36,9070,6,7,2020
3809,2020-07-06,8:00 AM,Puducherry,-,-,331,12,802,6,7,2020
3810,2020-07-06,8:00 AM,Punjab,-,-,4408,164,6283,6,7,2020
3811,2020-07-06,8:00 AM,Rajasthan,-,-,15928,456,20164,6,7,2020
3812,2020-07-06,8:00 AM,Sikkim,-,-,61,0,123,6,7,2020
3813,2020-07-06,8:00 AM,Tamil Nadu,-,-,62778,1510,111151,6,7,2020
3814,2020-07-06,8:00 AM,Telengana,-,-,12703,295,23902,6,7,2020
3815,2020-07-06,8:00 AM,Tripura,-,-,1202,1,1568,6,7,2020
3816,2020-07-06,8:00 AM,Uttarakhand,-,-,2524,42,3124,6,7,2020
3817,2020-07-06,8:00 AM,Uttar Pradesh,-,-,18761,785,27707,6,7,2020
3818,2020-07-06,8:00 AM,West Bengal,-,-,14711,757,22126,6,7,2020
3819,2020-07-06,8:00 AM,Cases being reassigned to states,-,-,0,0,4913,6,7,2020
3820,2020-07-07,8:00 AM,Andaman and Nicobar Islands,-,-,74,0,141,7,7,2020
3821,2020-07-07,8:00 AM,Andhra Pradesh,-,-,8920,239,20019,7,7,2020
3822,2020-07-07,8:00 AM,Arunachal Pradesh,-,-,92,2,270,7,7,2020
3823,2020-07-07,8:00 AM,Assam,-,-,7882,14,12160,7,7,2020
3824,2020-07-07,8:00 AM,Bihar,-,-,8997,97,12125,7,7,2020
3825,2020-07-07,8:00 AM,Chandigarh,-,-,401,6,489,7,7,2020
3826,2020-07-07,8:00 AM,Chhattisgarh,-,-,2667,14,3305,7,7,2020
3827,2020-07-07,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,114,0,297,7,7,2020
3828,2020-07-07,8:00 AM,Delhi,-,-,72088,3115,100823,7,7,2020
3829,2020-07-07,8:00 AM,Goa,-,-,1061,7,1813,7,7,2020
3830,2020-07-07,8:00 AM,Gujarat,-,-,26315,1960,36772,7,7,2020
3831,2020-07-07,8:00 AM,Haryana,-,-,13335,276,17504,7,7,2020
3832,2020-07-07,8:00 AM,Himachal Pradesh,-,-,763,11,1077,7,7,2020
3833,2020-07-07,8:00 AM,Jammu and Kashmir,-,-,5318,138,8675,7,7,2020
3834,2020-07-07,8:00 AM,Jharkhand,-,-,2068,20,2847,7,7,2020
3835,2020-07-07,8:00 AM,Karnataka,-,-,10527,401,25317,7,7,2020
3836,2020-07-07,8:00 AM,Kerala,-,-,3341,27,5622,7,7,2020
3837,2020-07-07,8:00 AM,Ladakh,-,-,836,1,1005,7,7,2020
3838,2020-07-07,8:00 AM,Madhya Pradesh,-,-,11579,617,15284,7,7,2020
3839,2020-07-07,8:00 AM,Maharashtra,-,-,115262,9026,211987,7,7,2020
3840,2020-07-07,8:00 AM,Manipur,-,-,734,0,1390,7,7,2020
3841,2020-07-07,8:00 AM,Meghalaya,-,-,43,1,80,7,7,2020
3842,2020-07-07,8:00 AM,Mizoram,-,-,133,0,197,7,7,2020
3843,2020-07-07,8:00 AM,Nagaland,-,-,243,0,625,7,7,2020
3844,2020-07-07,8:00 AM,Odisha,-,-,6486,38,9526,7,7,2020
3845,2020-07-07,8:00 AM,Puducherry,-,-,331,12,802,7,7,2020
3846,2020-07-07,8:00 AM,Punjab,-,-,4494,169,6491,7,7,2020
3847,2020-07-07,8:00 AM,Rajasthan,-,-,16278,461,20688,7,7,2020
3848,2020-07-07,8:00 AM,Sikkim,-,-,65,0,125,7,7,2020
3849,2020-07-07,8:00 AM,Tamil Nadu,-,-,66571,1571,114978,7,7,2020
3850,2020-07-07,8:00 AM,Telengana,-,-,14781,306,25733,7,7,2020
3851,2020-07-07,8:00 AM,Tripura,-,-,1219,1,1680,7,7,2020
3852,2020-07-07,8:00 AM,Uttarakhand,-,-,2586,42,3161,7,7,2020
3853,2020-07-07,8:00 AM,Uttar Pradesh,-,-,19109,809,28636,7,7,2020
3854,2020-07-07,8:00 AM,West Bengal,-,-,15235,779,22987,7,7,2020
3855,2020-07-07,8:00 AM,Cases being reassigned to states,-,-,0,0,5034,7,7,2020
3856,2020-07-08,8:00 AM,Andaman and Nicobar Islands,-,-,75,0,147,8,7,2020
3857,2020-07-08,8:00 AM,Andhra Pradesh,-,-,9745,252,21197,8,7,2020
3858,2020-07-08,8:00 AM,Arunachal Pradesh,-,-,105,2,276,8,7,2020
3859,2020-07-08,8:00 AM,Assam,-,-,8329,14,12522,8,7,2020
3860,2020-07-08,8:00 AM,Bihar,-,-,9284,104,12570,8,7,2020
3861,2020-07-08,8:00 AM,Chandigarh,-,-,401,7,494,8,7,2020
3862,2020-07-08,8:00 AM,Chhattisgarh,-,-,2751,14,3415,8,7,2020
3863,2020-07-08,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,183,0,405,8,7,2020
3864,2020-07-08,8:00 AM,Delhi,-,-,74217,3165,102831,8,7,2020
3865,2020-07-08,8:00 AM,Goa,-,-,1156,8,1903,8,7,2020
3866,2020-07-08,8:00 AM,Gujarat,-,-,26720,1977,37550,8,7,2020
3867,2020-07-08,8:00 AM,Haryana,-,-,13645,279,17999,8,7,2020
3868,2020-07-08,8:00 AM,Himachal Pradesh,-,-,790,11,1083,8,7,2020
3869,2020-07-08,8:00 AM,Jammu and Kashmir,-,-,5399,143,8931,8,7,2020
3870,2020-07-08,8:00 AM,Jharkhand,-,-,2104,22,2996,8,7,2020
3871,2020-07-08,8:00 AM,Karnataka,-,-,11098,416,26815,8,7,2020
3872,2020-07-08,8:00 AM,Kerala,-,-,3452,27,5894,8,7,2020
3873,2020-07-08,8:00 AM,Ladakh,-,-,836,1,1041,8,7,2020
3874,2020-07-08,8:00 AM,Madhya Pradesh,-,-,11768,622,15627,8,7,2020
3875,2020-07-08,8:00 AM,Maharashtra,-,-,118558,9250,217121,8,7,2020
3876,2020-07-08,8:00 AM,Manipur,-,-,771,0,1430,8,7,2020
3877,2020-07-08,8:00 AM,Meghalaya,-,-,43,1,80,8,7,2020
3878,2020-07-08,8:00 AM,Mizoram,-,-,133,0,197,8,7,2020
3879,2020-07-08,8:00 AM,Nagaland,-,-,243,0,625,8,7,2020
3880,2020-07-08,8:00 AM,Odisha,-,-,6703,42,10097,8,7,2020
3881,2020-07-08,8:00 AM,Puducherry,-,-,434,14,930,8,7,2020
3882,2020-07-08,8:00 AM,Punjab,-,-,4554,175,6749,8,7,2020
3883,2020-07-08,8:00 AM,Rajasthan,-,-,16575,472,21404,8,7,2020
3884,2020-07-08,8:00 AM,Sikkim,-,-,70,0,125,8,7,2020
3885,2020-07-08,8:00 AM,Tamil Nadu,-,-,71116,1636,118594,8,7,2020
3886,2020-07-08,8:00 AM,Telengana,-,-,16287,313,27612,8,7,2020
3887,2020-07-08,8:00 AM,Tripura,-,-,1248,1,1704,8,7,2020
3888,2020-07-08,8:00 AM,Uttarakhand,-,-,2621,43,3230,8,7,2020
3889,2020-07-08,8:00 AM,Uttar Pradesh,-,-,19627,827,29968,8,7,2020
3890,2020-07-08,8:00 AM,West Bengal,-,-,15790,804,23837,8,7,2020
3891,2020-07-08,8:00 AM,Cases being reassigned to states,-,-,0,0,5018,8,7,2020
3892,2020-07-09,8:00 AM,Andaman and Nicobar Islands,-,-,77,0,149,9,7,2020
3893,2020-07-09,8:00 AM,Andhra Pradesh,-,-,11101,264,22259,9,7,2020
3894,2020-07-09,8:00 AM,Arunachal Pradesh,-,-,109,2,287,9,7,2020
3895,2020-07-09,8:00 AM,Assam,-,-,8729,16,13336,9,7,2020
3896,2020-07-09,8:00 AM,Bihar,-,-,9554,107,13189,9,7,2020
3897,2020-07-09,8:00 AM,Chandigarh,-,-,402,7,513,9,7,2020
3898,2020-07-09,8:00 AM,Chhattisgarh,-,-,2835,14,3525,9,7,2020
3899,2020-07-09,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,184,0,408,9,7,2020
3900,2020-07-09,8:00 AM,Delhi,-,-,78199,3213,104864,9,7,2020
3901,2020-07-09,8:00 AM,Goa,-,-,1207,8,2039,9,7,2020
3902,2020-07-09,8:00 AM,Gujarat,-,-,27289,1993,38333,9,7,2020
3903,2020-07-09,8:00 AM,Haryana,-,-,14106,282,18690,9,7,2020
3904,2020-07-09,8:00 AM,Himachal Pradesh,-,-,833,11,1101,9,7,2020
3905,2020-07-09,8:00 AM,Jammu and Kashmir,-,-,5567,149,9261,9,7,2020
3906,2020-07-09,8:00 AM,Jharkhand,-,-,2170,22,3096,9,7,2020
3907,2020-07-09,8:00 AM,Karnataka,-,-,11876,470,28877,9,7,2020
3908,2020-07-09,8:00 AM,Kerala,-,-,3559,27,6195,9,7,2020
3909,2020-07-09,8:00 AM,Ladakh,-,-,836,1,1041,9,7,2020
3910,2020-07-09,8:00 AM,Madhya Pradesh,-,-,11987,629,16036,9,7,2020
3911,2020-07-09,8:00 AM,Maharashtra,-,-,123192,9448,223724,9,7,2020
3912,2020-07-09,8:00 AM,Manipur,-,-,793,0,1435,9,7,2020
3913,2020-07-09,8:00 AM,Meghalaya,-,-,43,1,80,9,7,2020
3914,2020-07-09,8:00 AM,Mizoram,-,-,133,0,197,9,7,2020
3915,2020-07-09,8:00 AM,Nagaland,-,-,304,0,657,9,7,2020
3916,2020-07-09,8:00 AM,Odisha,-,-,7006,48,10624,9,7,2020
3917,2020-07-09,8:00 AM,Puducherry,-,-,480,14,1008,9,7,2020
3918,2020-07-09,8:00 AM,Punjab,-,-,4828,178,6907,9,7,2020
3919,2020-07-09,8:00 AM,Rajasthan,-,-,16866,482,22063,9,7,2020
3920,2020-07-09,8:00 AM,Sikkim,-,-,71,0,133,9,7,2020
3921,2020-07-09,8:00 AM,Tamil Nadu,-,-,74167,1700,122350,9,7,2020
3922,2020-07-09,8:00 AM,Telengana,-,-,17279,324,29536,9,7,2020
3923,2020-07-09,8:00 AM,Tripura,-,-,1324,1,1761,9,7,2020
3924,2020-07-09,8:00 AM,Uttarakhand,-,-,2650,46,3258,9,7,2020
3925,2020-07-09,8:00 AM,Uttar Pradesh,-,-,20331,845,31156,9,7,2020
3926,2020-07-09,8:00 AM,West Bengal,-,-,16291,827,24823,9,7,2020
3927,2020-07-09,8:00 AM,Cases being reassigned to states,-,-,0,0,4385,9,7,2020
3928,2020-07-10,8:00 AM,Andaman and Nicobar Islands,-,-,83,0,151,10,7,2020
3929,2020-07-10,8:00 AM,Andhra Pradesh,-,-,12154,277,23814,10,7,2020
3930,2020-07-10,8:00 AM,Arunachal Pradesh,-,-,120,2,302,10,7,2020
3931,2020-07-10,8:00 AM,Assam,-,-,8729,22,14032,10,7,2020
3932,2020-07-10,8:00 AM,Bihar,-,-,9816,115,13944,10,7,2020
3933,2020-07-10,8:00 AM,Chandigarh,-,-,403,7,523,10,7,2020
3934,2020-07-10,8:00 AM,Chhattisgarh,-,-,2903,15,3675,10,7,2020
3935,2020-07-10,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,189,0,411,10,7,2020
3936,2020-07-10,8:00 AM,Delhi,-,-,82226,3258,107051,10,7,2020
3937,2020-07-10,8:00 AM,Goa,-,-,1273,9,2151,10,7,2020
3938,2020-07-10,8:00 AM,Gujarat,-,-,27718,2008,39194,10,7,2020
3939,2020-07-10,8:00 AM,Haryana,-,-,14510,287,19369,10,7,2020
3940,2020-07-10,8:00 AM,Himachal Pradesh,-,-,846,11,1140,10,7,2020
3941,2020-07-10,8:00 AM,Jammu and Kashmir,-,-,5695,154,9501,10,7,2020
3942,2020-07-10,8:00 AM,Jharkhand,-,-,2208,23,3246,10,7,2020
3943,2020-07-10,8:00 AM,Karnataka,-,-,12833,486,31105,10,7,2020
3944,2020-07-10,8:00 AM,Kerala,-,-,3708,27,6534,10,7,2020
3945,2020-07-10,8:00 AM,Ladakh,-,-,915,1,1055,10,7,2020
3946,2020-07-10,8:00 AM,Madhya Pradesh,-,-,12232,634,16341,10,7,2020
3947,2020-07-10,8:00 AM,Maharashtra,-,-,127259,9667,230599,10,7,2020
3948,2020-07-10,8:00 AM,Manipur,-,-,799,0,1450,10,7,2020
3949,2020-07-10,8:00 AM,Meghalaya,-,-,66,2,113,10,7,2020
3950,2020-07-10,8:00 AM,Mizoram,-,-,133,0,197,10,7,2020
3951,2020-07-10,8:00 AM,Nagaland,-,-,304,0,673,10,7,2020
3952,2020-07-10,8:00 AM,Odisha,-,-,7407,52,11201,10,7,2020
3953,2020-07-10,8:00 AM,Puducherry,-,-,584,14,1151,10,7,2020
3954,2020-07-10,8:00 AM,Punjab,-,-,4945,183,7140,10,7,2020
3955,2020-07-10,8:00 AM,Rajasthan,-,-,17070,491,22563,10,7,2020
3956,2020-07-10,8:00 AM,Sikkim,-,-,72,0,134,10,7,2020
3957,2020-07-10,8:00 AM,Tamil Nadu,-,-,78161,1765,126581,10,7,2020
3958,2020-07-10,8:00 AM,Telengana,-,-,18192,331,30946,10,7,2020
3959,2020-07-10,8:00 AM,Tripura,-,-,1338,1,1776,10,7,2020
3960,2020-07-10,8:00 AM,Uttarakhand,-,-,2672,46,3305,10,7,2020
3961,2020-07-10,8:00 AM,Uttar Pradesh,-,-,21127,862,32362,10,7,2020
3962,2020-07-10,8:00 AM,West Bengal,-,-,16826,854,25911,10,7,2020
3963,2020-07-10,8:00 AM,Cases being reassigned to states,-,-,0,0,4161,10,7,2020
3964,2020-07-11,8:00 AM,Andaman and Nicobar Islands,-,-,92,0,156,11,7,2020
3965,2020-07-11,8:00 AM,Andhra Pradesh,-,-,13194,292,25422,11,7,2020
3966,2020-07-11,8:00 AM,Arunachal Pradesh,-,-,120,2,335,11,7,2020
3967,2020-07-11,8:00 AM,Assam,-,-,9147,27,14600,11,7,2020
3968,2020-07-11,8:00 AM,Bihar,-,-,10109,119,14575,11,7,2020
3969,2020-07-11,8:00 AM,Chandigarh,-,-,408,7,539,11,7,2020
3970,2020-07-11,8:00 AM,Chhattisgarh,-,-,3028,17,3767,11,7,2020
3971,2020-07-11,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,211,0,459,11,7,2020
3972,2020-07-11,8:00 AM,Delhi,-,-,84694,3300,109140,11,7,2020
3973,2020-07-11,8:00 AM,Goa,-,-,1347,9,2251,11,7,2020
3974,2020-07-11,8:00 AM,Gujarat,-,-,28147,2022,40069,11,7,2020
3975,2020-07-11,8:00 AM,Haryana,-,-,14904,290,19934,11,7,2020
3976,2020-07-11,8:00 AM,Himachal Pradesh,-,-,883,11,1171,11,7,2020
3977,2020-07-11,8:00 AM,Jammu and Kashmir,-,-,5786,159,9888,11,7,2020
3978,2020-07-11,8:00 AM,Jharkhand,-,-,2224,23,3419,11,7,2020
